accuracy,f1,precision,sensitivity,specificity,class_accuracy,best_val_accuracy,best_val_f1,best_val_precision,best_val_sensitivity,best_val_specificity,best_val_class_accuracy,final_accuracy,split,seed,best_epoch,stopped_epoch,epochs_ran,early_stopped,train_subjects,val_subjects,test_subjects,train_count,val_count,test_count
0.34441805225653205,0.1707891637220259,0.11480601741884401,0.3333333333333333,0.6666666666666666,0.5629453681710214,0.34441805225653205,0.1707891637220259,0.11480601741884401,0.3333333333333333,0.6666666666666666,0.5629453681710214,0.34441805225653205,subject_01,42,3,33,33,True,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,1,35364,2526,2526
0.34441805225653205,0.1707891637220259,0.11480601741884401,0.3333333333333333,0.6666666666666666,0.5629453681710214,0.34441805225653205,0.1707891637220259,0.11480601741884401,0.3333333333333333,0.6666666666666666,0.5629453681710214,0.34441805225653205,subject_02,42,2,32,32,True,"1,3,4,5,6,7,8,9,10,11,12,13,14,15",2,2,35364,2526,2526
0.34441805225653205,0.1707891637220259,0.11480601741884401,0.3333333333333333,0.6666666666666666,0.5629453681710214,0.34441805225653205,0.1707891637220259,0.11480601741884401,0.3333333333333333,0.6666666666666666,0.5629453681710214,0.34441805225653205,subject_03,42,3,33,33,True,"1,2,4,5,6,7,8,9,10,11,12,13,14,15",3,3,35364,2526,2526
0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,subject_04,42,1,31,31,True,"1,2,3,5,6,7,8,9,10,11,12,13,14,15",4,4,35364,2526,2526
0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,subject_05,42,1,31,31,True,"1,2,3,4,6,7,8,9,10,11,12,13,14,15",5,5,35364,2526,2526
0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,subject_06,42,1,31,31,True,"1,2,3,4,5,7,8,9,10,11,12,13,14,15",6,6,35364,2526,2526
0.34441805225653205,0.1707891637220259,0.11480601741884401,0.3333333333333333,0.6666666666666666,0.5629453681710214,0.34441805225653205,0.1707891637220259,0.11480601741884401,0.3333333333333333,0.6666666666666666,0.5629453681710214,0.34441805225653205,subject_07,42,3,33,33,True,"1,2,3,4,5,6,8,9,10,11,12,13,14,15",7,7,35364,2526,2526
0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,subject_08,42,1,31,31,True,"1,2,3,4,5,6,7,9,10,11,12,13,14,15",8,8,35364,2526,2526
0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,subject_09,42,1,31,31,True,"1,2,3,4,5,6,7,8,10,11,12,13,14,15",9,9,35364,2526,2526
0.34441805225653205,0.1707891637220259,0.11480601741884401,0.3333333333333333,0.6666666666666666,0.5629453681710214,0.34441805225653205,0.1707891637220259,0.11480601741884401,0.3333333333333333,0.6666666666666666,0.5629453681710214,0.34441805225653205,subject_10,42,4,34,34,True,"1,2,3,4,5,6,7,8,9,11,12,13,14,15",10,10,35364,2526,2526
0.6318289786223278,0.6137328295445629,0.6286728730263939,0.6270630915353296,0.816047577133752,0.7545526524148851,0.6318289786223278,0.6137328295445629,0.6286728730263939,0.6270630915353296,0.816047577133752,0.7545526524148851,0.6318289786223278,subject_11,42,16,46,46,True,"1,2,3,4,5,6,7,8,9,10,12,13,14,15",11,11,35364,2526,2526
0.5360253365003959,0.528147613147279,0.5565546256366711,0.5348457403219131,0.7678444411630299,0.6906835576669307,0.5360253365003959,0.528147613147279,0.5565546256366711,0.5348457403219131,0.7678444411630299,0.6906835576669307,0.5360253365003959,subject_12,42,14,44,44,True,"1,2,3,4,5,6,7,8,9,10,11,13,14,15",12,12,35364,2526,2526
0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,subject_13,42,1,31,31,True,"1,2,3,4,5,6,7,8,9,10,11,12,14,15",13,13,35364,2526,2526
0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,subject_14,42,1,31,31,True,"1,2,3,4,5,6,7,8,9,10,11,12,13,15",14,14,35364,2526,2526
0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,0.16547619047619047,0.110055423594616,0.3333333333333333,0.6666666666666666,0.5534441805225653,0.33016627078384797,subject_15,42,1,31,31,True,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,15,35364,2526,2526
