count,accuracy_mean,accuracy_std,f1_mean,f1_std,precision_mean,precision_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,class_accuracy_mean,class_accuracy_std,best_val_accuracy_mean,best_val_accuracy_std,best_val_f1_mean,best_val_f1_std,best_val_precision_mean,best_val_precision_std,best_val_sensitivity_mean,best_val_sensitivity_std,best_val_specificity_mean,best_val_specificity_std,best_val_class_accuracy_mean,best_val_class_accuracy_std,final_accuracy_mean,final_accuracy_std,seed_mean,seed_std,best_epoch_mean,best_epoch_std,stopped_epoch_mean,stopped_epoch_std,epochs_ran_mean,epochs_ran_std,early_stopped_mean,early_stopped_std,train_count_mean,train_count_std,val_count_mean,val_count_std,test_count_mean,test_count_std,dataset,model,protocol,seed
1,0.8311653116531166,0.0,0.8066506914747072,0.0,0.8297389890661775,0.0,0.7882210036823467,0.0,0.9330552684487023,0.0,0.9155826558265582,0.0,0.8311653116531166,0.0,0.8066506914747072,0.0,0.8297389890661775,0.0,0.7882210036823467,0.0,0.9330552684487023,0.0,0.9155826558265582,0.0,0.8311653116531166,0.0,42.0,0.0,195.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,14756.0,0.0,3690.0,0.0,3690.0,0.0,dreamer,da_snn,random_80_20,42
