count,accuracy_mean,accuracy_std,f1_mean,f1_std,precision_mean,precision_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,class_accuracy_mean,class_accuracy_std,best_val_accuracy_mean,best_val_accuracy_std,best_val_f1_mean,best_val_f1_std,best_val_precision_mean,best_val_precision_std,best_val_sensitivity_mean,best_val_sensitivity_std,best_val_specificity_mean,best_val_specificity_std,best_val_class_accuracy_mean,best_val_class_accuracy_std,final_accuracy_mean,final_accuracy_std,seed_mean,seed_std,best_epoch_mean,best_epoch_std,stopped_epoch_mean,stopped_epoch_std,epochs_ran_mean,epochs_ran_std,early_stopped_mean,early_stopped_std,train_count_mean,train_count_std,val_count_mean,val_count_std,test_count_mean,test_count_std,dataset,model,protocol,seed
1,0.8732888732888733,0.0,0.8696140241937383,0.0,0.8727203693142085,0.0,0.8672603599791355,0.0,0.9679671041643948,0.0,0.9493155493155493,0.0,0.8732888732888733,0.0,0.8696140241937383,0.0,0.8727203693142085,0.0,0.8672603599791355,0.0,0.9679671041643948,0.0,0.9493155493155493,0.0,0.8732888732888733,0.0,1.0,0.0,195.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,22789.0,0.0,5698.0,0.0,5698.0,0.0,seedv,da_snn,random_80_20,1
1,0.8666198666198667,0.0,0.8632259781622619,0.0,0.8648871987802492,0.0,0.8620163067525164,0.0,0.9664083747092505,0.0,0.9466479466479466,0.0,0.8666198666198667,0.0,0.8632259781622619,0.0,0.8648871987802492,0.0,0.8620163067525164,0.0,0.9664083747092505,0.0,0.9466479466479466,0.0,0.8666198666198667,0.0,2.0,0.0,193.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,22789.0,0.0,5698.0,0.0,5698.0,0.0,seedv,da_snn,random_80_20,2
1,0.8759213759213759,0.0,0.872918645596884,0.0,0.8741015192469892,0.0,0.8719655601540046,0.0,0.9687505481616151,0.0,0.9503685503685505,0.0,0.8759213759213759,0.0,0.872918645596884,0.0,0.8741015192469892,0.0,0.8719655601540046,0.0,0.9687505481616151,0.0,0.9503685503685505,0.0,0.8759213759213759,0.0,3.0,0.0,155.0,0.0,185.0,0.0,185.0,0.0,1.0,0.0,22789.0,0.0,5698.0,0.0,5698.0,0.0,seedv,da_snn,random_80_20,3
1,0.8618813618813619,0.0,0.857386321760659,0.0,0.857541423869429,0.0,0.8573032194763147,0.0,0.9654248512656128,0.0,0.9447525447525449,0.0,0.8618813618813619,0.0,0.857386321760659,0.0,0.857541423869429,0.0,0.8573032194763147,0.0,0.9654248512656128,0.0,0.9447525447525449,0.0,0.8618813618813619,0.0,4.0,0.0,182.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,22789.0,0.0,5698.0,0.0,5698.0,0.0,seedv,da_snn,random_80_20,4
1,0.8822393822393823,0.0,0.8788859138058663,0.0,0.8813645790049012,0.0,0.8770656554681102,0.0,0.9703234234440579,0.0,0.9528957528957529,0.0,0.8822393822393823,0.0,0.8788859138058663,0.0,0.8813645790049012,0.0,0.8770656554681102,0.0,0.9703234234440579,0.0,0.9528957528957529,0.0,0.8822393822393823,0.0,5.0,0.0,189.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,22789.0,0.0,5698.0,0.0,5698.0,0.0,seedv,da_snn,random_80_20,5
