count,accuracy_mean,accuracy_std,f1_mean,f1_std,precision_mean,precision_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,class_accuracy_mean,class_accuracy_std,best_val_accuracy_mean,best_val_accuracy_std,best_val_f1_mean,best_val_f1_std,best_val_precision_mean,best_val_precision_std,best_val_sensitivity_mean,best_val_sensitivity_std,best_val_specificity_mean,best_val_specificity_std,best_val_class_accuracy_mean,best_val_class_accuracy_std,final_accuracy_mean,final_accuracy_std,seed_mean,seed_std,best_epoch_mean,best_epoch_std,stopped_epoch_mean,stopped_epoch_std,epochs_ran_mean,epochs_ran_std,early_stopped_mean,early_stopped_std,train_count_mean,train_count_std,val_count_mean,val_count_std,test_count_mean,test_count_std,dataset,model,protocol,seed
5,0.4556733167082294,0.051452520627938286,0.2292772792970576,0.03951867824112446,0.26059690214270337,0.07114695800148382,0.2709124763014993,0.023953401875652036,0.7594464172625203,0.012870936739713887,0.7278366583541147,0.025726260313969084,0.4556733167082294,0.051452520627938286,0.2292772792970576,0.03951867824112446,0.26059690214270337,0.07114695800148382,0.2709124763014993,0.023953401875652036,0.7594464172625203,0.012870936739713887,0.7278366583541147,0.025726260313969084,0.4556733167082294,0.051452520627938286,42.0,0.0,4.8,5.848076606885378,34.8,5.848076606885378,34.8,5.848076606885378,1.0,0.0,15238.0,0.0,3208.0,0.0,3208.0,0.0,dreamer,da_snn,subject_80_20,42
5,0.44856608478802995,0.04565457983811592,0.2566377975450429,0.05555330220595098,0.29134175605760093,0.08743959804278435,0.2850232248142707,0.026591248565299423,0.7656528210355409,0.014640902805975207,0.724283042394015,0.02282728991905792,0.44856608478802995,0.04565457983811592,0.2566377975450429,0.05555330220595098,0.29134175605760093,0.08743959804278435,0.2850232248142707,0.026591248565299423,0.7656528210355409,0.014640902805975207,0.724283042394015,0.02282728991905792,0.44856608478802995,0.04565457983811592,42.0,0.0,11.0,10.653637876331258,41.0,10.653637876331258,41.0,10.653637876331258,1.0,0.0,15238.0,0.0,3208.0,0.0,3208.0,0.0,dreamer,eegnet,subject_80_20,42
5,0.4710099750623441,0.05836382187415471,0.20605629400739875,0.05379758200352458,0.27290338408717385,0.08729557456477526,0.270227353579162,0.026118327145082422,0.7605749087977418,0.012351721778152533,0.7355049875311719,0.029181910937077348,0.4710099750623441,0.05836382187415471,0.20605629400739875,0.05379758200352458,0.27290338408717385,0.08729557456477526,0.270227353579162,0.026118327145082422,0.7605749087977418,0.012351721778152533,0.7355049875311719,0.029181910937077348,0.4710099750623441,0.05836382187415471,42.0,0.0,28.6,29.279685790663805,58.6,29.279685790663805,58.6,29.279685790663805,1.0,0.0,15238.0,0.0,3208.0,0.0,3208.0,0.0,dreamer,deepconvnet,subject_80_20,42
5,0.4577306733167082,0.06515879793208514,0.1714098001088585,0.029502002565731166,0.1672363717271772,0.04053843704391603,0.2531005694327924,0.007266987863215111,0.7518754591594824,0.004276106742398794,0.7288653366583541,0.03257939896604257,0.4567955112219451,0.06574151835807149,0.17124673592179648,0.028405234435585285,0.163649106113824,0.03892526761842828,0.25256187033739236,0.006116723877768822,0.7515265352304381,0.0034741069182349905,0.7283977556109725,0.03287075917903574,0.4577306733167082,0.06515879793208514,42.0,0.0,4.6,4.159326868617084,34.6,4.159326868617084,34.6,4.159326868617084,1.0,0.0,15238.0,0.0,3208.0,0.0,3208.0,0.0,dreamer,dh_snn,subject_80_20,42
5,0.46920199501246873,0.0660477976039778,0.18267287380023112,0.049269487482910504,0.17076572792168246,0.08076730740348588,0.26673861233256985,0.03337724090578356,0.7590399546167874,0.01802779876581309,0.7346009975062344,0.0330238988019889,0.46920199501246873,0.0660477976039778,0.18267287380023112,0.049269487482910504,0.17076572792168246,0.08076730740348588,0.26673861233256985,0.03337724090578356,0.7590399546167874,0.01802779876581309,0.7346009975062344,0.0330238988019889,0.46920199501246873,0.0660477976039778,42.0,0.0,4.4,4.560701700396552,34.4,4.560701700396552,34.4,4.560701700396552,1.0,0.0,15238.0,0.0,3208.0,0.0,3208.0,0.0,dreamer,efficientnet_b0,subject_80_20,42
5,0.45891521197007484,0.03293517635078346,0.22399263451817678,0.028666352614669637,0.25544622633499203,0.047548519547762375,0.27239601973855765,0.02956283650252556,0.7625510567531147,0.014830716117778031,0.7294576059850375,0.016467588175391727,0.45891521197007484,0.03293517635078346,0.22399263451817678,0.028666352614669637,0.25544622633499203,0.047548519547762375,0.27239601973855765,0.02956283650252556,0.7625510567531147,0.014830716117778031,0.7294576059850375,0.016467588175391727,0.45891521197007484,0.03293517635078346,42.0,0.0,1.6,0.5477225575051661,31.6,0.5477225575051661,31.6,0.5477225575051661,1.0,0.0,15238.0,0.0,3208.0,0.0,3208.0,0.0,dreamer,mobilenetv3_large,subject_80_20,42
5,0.44177057356608473,0.050675182856098504,0.212698652019695,0.05283407338168349,0.30240877032632923,0.041672230964033864,0.2623211973165063,0.011474995831215178,0.7552713022637493,0.003953391164087526,0.7208852867830424,0.025337591428049287,0.44177057356608473,0.050675182856098504,0.212698652019695,0.05283407338168349,0.30240877032632923,0.041672230964033864,0.2623211973165063,0.011474995831215178,0.7552713022637493,0.003953391164087526,0.7208852867830424,0.025337591428049287,0.44177057356608473,0.050675182856098504,42.0,0.0,4.4,3.714835124201342,34.4,3.714835124201342,34.4,3.714835124201342,1.0,0.0,15238.0,0.0,3208.0,0.0,3208.0,0.0,dreamer,mobilenetv3_small,subject_80_20,42
5,0.4625311720698254,0.05887289181839975,0.17618422027250405,0.018036048692854127,0.18441001914846716,0.05873453256803934,0.25634998961747985,0.008547943131848746,0.7532598177014128,0.005006134865022496,0.7312655860349128,0.02943644590919982,0.4625311720698254,0.05887289181839975,0.17618422027250405,0.018036048692854127,0.18441001914846716,0.05873453256803934,0.25634998961747985,0.008547943131848746,0.7532598177014128,0.005006134865022496,0.7312655860349128,0.02943644590919982,0.4625311720698254,0.05887289181839975,42.0,0.0,10.2,7.328028384224504,40.2,7.328028384224504,40.2,7.328028384224504,1.0,0.0,15238.0,0.0,3208.0,0.0,3208.0,0.0,dreamer,shallowconvnet,subject_80_20,42
5,0.44501246882793016,0.0551250535151913,0.2835576147547325,0.03587866882249688,0.33454578300869314,0.06220922772573553,0.29847947720110485,0.02168204576117674,0.7741635386332477,0.01261180340970119,0.722506234413965,0.027562526757595643,0.44501246882793016,0.0551250535151913,0.2835576147547325,0.03587866882249688,0.33454578300869314,0.06220922772573553,0.29847947720110485,0.02168204576117674,0.7741635386332477,0.01261180340970119,0.722506234413965,0.027562526757595643,0.44501246882793016,0.0551250535151913,42.0,0.0,7.4,6.6558245169174945,37.4,6.6558245169174945,37.4,6.6558245169174945,1.0,0.0,15238.0,0.0,3208.0,0.0,3208.0,0.0,dreamer,shufflenetv2,subject_80_20,42
5,0.4638403990024937,0.05686105109254211,0.1738424122619064,0.0315704195133585,0.1370199663757503,0.04266879353790656,0.2558276320831179,0.013030981485710318,0.7534513816237705,0.007717523927044391,0.7319201995012469,0.028430525546271034,0.4638403990024937,0.05686105109254211,0.1738424122619064,0.0315704195133585,0.1370199663757503,0.04266879353790656,0.2558276320831179,0.013030981485710318,0.7534513816237705,0.007717523927044391,0.7319201995012469,0.028430525546271034,0.4638403990024937,0.05686105109254211,42.0,0.0,2.8,4.024922359499622,32.8,4.024922359499621,32.8,4.024922359499621,1.0,0.0,15238.0,0.0,3208.0,0.0,3208.0,0.0,dreamer,squeezenetv2,subject_80_20,42
