accuracy,f1,precision,sensitivity,specificity,class_accuracy,best_val_accuracy,best_val_f1,best_val_precision,best_val_sensitivity,best_val_specificity,best_val_class_accuracy,final_accuracy,split,seed,best_epoch,stopped_epoch,epochs_ran,early_stopped,train_subjects,val_subjects,test_subjects,train_count,val_count,test_count
0.32335329341317365,0.25916208956126263,0.3326484881324638,0.30324077389642,0.7689082548028885,0.6616766467065868,0.32335329341317365,0.25916208956126263,0.3326484881324638,0.30324077389642,0.7689082548028885,0.6616766467065868,0.32335329341317365,subject_01,42,23,53,53,True,"2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,1,35070,2505,2505
0.3065868263473054,0.28179621433601887,0.38431657764747573,0.3093447334117274,0.7684512633626335,0.6532934131736527,0.3065868263473054,0.28179621433601887,0.38431657764747573,0.3093447334117274,0.7684512633626335,0.6532934131736527,0.3065868263473054,subject_02,42,37,67,67,True,"1,3,4,5,6,7,8,9,10,11,12,13,14,15",2,2,35070,2505,2505
0.3500998003992016,0.2967524188203297,0.4048999249679522,0.33686351323767677,0.7789464257101434,0.6750499001996009,0.3500998003992016,0.2967524188203297,0.4048999249679522,0.33686351323767677,0.7789464257101434,0.6750499001996009,0.3500998003992016,subject_03,42,5,35,35,True,"1,2,4,5,6,7,8,9,10,11,12,13,14,15",3,3,35070,2505,2505
0.4626746506986028,0.4546626035216759,0.47237724311137663,0.45328058116402026,0.8209224938411818,0.7313373253493014,0.4626746506986028,0.4546626035216759,0.47237724311137663,0.45328058116402026,0.8209224938411818,0.7313373253493014,0.4626746506986028,subject_04,42,43,73,73,True,"1,2,3,5,6,7,8,9,10,11,12,13,14,15",4,4,35070,2505,2505
0.3437125748502994,0.3146479344456325,0.3449126952327869,0.33322904637945056,0.7795753608782658,0.6718562874251497,0.3437125748502994,0.3146479344456325,0.3449126952327869,0.33322904637945056,0.7795753608782658,0.6718562874251497,0.3437125748502994,subject_05,42,17,47,47,True,"1,2,3,4,6,7,8,9,10,11,12,13,14,15",5,5,35070,2505,2505
0.38043912175648703,0.3357801673063805,0.3779710908591876,0.3833440091589376,0.7914355190659774,0.6902195608782435,0.38043912175648703,0.3357801673063805,0.3779710908591876,0.3833440091589376,0.7914355190659774,0.6902195608782435,0.38043912175648703,subject_06,42,8,38,38,True,"1,2,3,4,5,7,8,9,10,11,12,13,14,15",6,6,35070,2505,2505
0.4411177644710579,0.42787514106830093,0.5141814214559497,0.45124954295501396,0.8149597638359465,0.7205588822355289,0.4411177644710579,0.42787514106830093,0.5141814214559497,0.45124954295501396,0.8149597638359465,0.7205588822355289,0.4411177644710579,subject_07,42,5,35,35,True,"1,2,3,4,5,6,8,9,10,11,12,13,14,15",7,7,35070,2505,2505
0.41916167664670656,0.3903468417288918,0.47110957204527687,0.40790198286339896,0.8027397888126236,0.7095808383233533,0.41916167664670656,0.3903468417288918,0.47110957204527687,0.40790198286339896,0.8027397888126236,0.7095808383233533,0.41916167664670656,subject_08,42,5,35,35,True,"1,2,3,4,5,6,7,9,10,11,12,13,14,15",8,8,35070,2505,2505
0.3972055888223553,0.3424976278911382,0.3807363814971687,0.39525263688835616,0.7993758812593094,0.6986027944111777,0.3972055888223553,0.3424976278911382,0.3807363814971687,0.39525263688835616,0.7993758812593094,0.6986027944111777,0.3972055888223553,subject_09,42,5,35,35,True,"1,2,3,4,5,6,7,8,10,11,12,13,14,15",9,9,35070,2505,2505
0.41437125748502995,0.4067796088774346,0.4171860082535872,0.40648747791539785,0.8028211102697467,0.707185628742515,0.41437125748502995,0.4067796088774346,0.4171860082535872,0.40648747791539785,0.8028211102697467,0.707185628742515,0.41437125748502995,subject_10,42,5,35,35,True,"1,2,3,4,5,6,7,8,9,11,12,13,14,15",10,10,35070,2505,2505
0.35409181636726544,0.3329838505976732,0.42041631148016634,0.34638672197307246,0.7812255718602776,0.6770459081836327,0.35409181636726544,0.3329838505976732,0.42041631148016634,0.34638672197307246,0.7812255718602776,0.6770459081836327,0.35409181636726544,subject_11,42,4,34,34,True,"1,2,3,4,5,6,7,8,9,10,12,13,14,15",11,11,35070,2505,2505
0.40479041916167663,0.36749025991503514,0.4361555792617636,0.38843225972768075,0.7976501390230868,0.7023952095808383,0.40479041916167663,0.36749025991503514,0.4361555792617636,0.38843225972768075,0.7976501390230868,0.7023952095808383,0.40479041916167663,subject_12,42,14,44,44,True,"1,2,3,4,5,6,7,8,9,10,11,13,14,15",12,12,35070,2505,2505
0.25429141716566867,0.22921835519052527,0.2634798525693181,0.25041189841421263,0.7519938895855178,0.6271457085828344,0.25429141716566867,0.22921835519052527,0.2634798525693181,0.25041189841421263,0.7519938895855178,0.6271457085828344,0.25429141716566867,subject_13,42,4,34,34,True,"1,2,3,4,5,6,7,8,9,10,11,12,14,15",13,13,35070,2505,2505
0.3992015968063872,0.37115933987890304,0.4290273624326855,0.39665760542653444,0.7972551605442282,0.6996007984031936,0.3992015968063872,0.37115933987890304,0.4290273624326855,0.39665760542653444,0.7972551605442282,0.6996007984031936,0.3992015968063872,subject_14,42,53,83,83,True,"1,2,3,4,5,6,7,8,9,10,11,12,13,15",14,14,35070,2505,2505
0.4091816367265469,0.39058512511243665,0.4142865636621067,0.4171141323499551,0.8026973802407925,0.7045908183632734,0.4091816367265469,0.39058512511243665,0.4142865636621067,0.4171141323499551,0.8026973802407925,0.7045908183632734,0.4091816367265469,subject_15,42,14,44,44,True,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",15,15,35070,2505,2505
